site_number,site_location,date,Max,Min,Mean,Range
IR2,IR,7/11/15,29.115,28.419,28.91644643,0.696
IR2,IR,7/12/15,29.04,28.245,28.73015625,0.795
IR2,IR,7/13/15,28.99,27.924,28.44783333,1.066
IR2,IR,7/14/15,29.464,28.27,28.57007143,1.194
IR2,IR,7/15/15,28.916,28.171,28.51626935,0.745
IR2,IR,7/16/15,29.215,28.345,28.66520536,0.87
IR2,IR,7/17/15,28.841,28.295,28.5444122,0.546
IR2,IR,7/18/15,28.965,28.221,28.54789583,0.744
IR2,IR,7/19/15,29.09,27.825,28.60344048,1.265
IR2,IR,7/20/15,29.34,28.023,28.74637798,1.317
IR2,IR,7/21/15,29.265,28.196,28.7620253,1.069
IR2,IR,7/22/15,29.315,28.568,28.93502083,0.747
IR2,IR,7/23/15,29.19,28.692,29.03022024,0.498
IR2,IR,7/24/15,29.414,28.617,29.08331845,0.797
IR2,IR,7/25/15,29.389,28.692,29.06163988,0.697
IR2,IR,7/26/15,29.439,28.518,29.06118304,0.921
IR2,IR,7/27/15,29.365,28.692,29.06022917,0.673
IR2,IR,7/28/15,29.34,28.394,29.05200744,0.946
IR2,IR,7/29/15,29.165,28.32,28.64305804,0.845
IR2,IR,7/30/15,29.165,28.221,28.83560119,0.944
IR2,IR,7/31/15,29.165,27.677,28.48698363,1.488
IR2,IR,8/1/15,29.115,27.677,28.42769345,1.438
IR2,IR,8/2/15,29.265,28.171,28.77311607,1.094
IR2,IR,8/3/15,29.19,28.444,28.85166667,0.746
IR2,IR,8/4/15,29.464,28.345,28.93303125,1.119
IR2,IR,8/5/15,29.54,28.891,29.07721131,0.649
IR2,IR,8/6/15,29.315,28.692,29.0505625,0.623
IR2,IR,8/7/15,29.49,28.568,29.0202753,0.922
IR2,IR,8/8/15,29.69,28.916,29.15295982,0.774
IR2,IR,8/9/15,29.439,28.816,29.03882143,0.623
IR2,IR,8/10/15,29.265,28.667,28.93606101,0.598
IR2,IR,8/11/15,29.54,28.816,29.01590774,0.724
IR2,IR,8/12/15,29.315,28.816,28.94425,0.499
IR2,IR,8/13/15,29.89,28.468,28.91501935,1.422
IR2,IR,8/14/15,29.09,28.593,28.85662946,0.497
IR2,IR,8/15/15,28.99,28.593,28.75266964,0.397
IR2,IR,8/16/15,28.916,28.444,28.67462351,0.472
IR2,IR,8/17/15,28.916,27.825,28.50687798,1.091
IR2,IR,8/18/15,28.816,28.048,28.4495119,0.768
IR2,IR,8/19/15,28.99,28.097,28.5586756,0.893
IR2,IR,8/20/15,28.965,28.196,28.5124003,0.769
IR2,IR,8/21/15,28.667,28.147,28.46151935,0.52
IR2,IR,8/22/15,29.04,28.369,28.6725625,0.671
IR2,IR,8/23/15,29.389,28.667,28.84376339,0.722
IR2,IR,8/24/15,28.916,28.444,28.73133482,0.472
IR2,IR,8/25/15,28.766,28.196,28.50680952,0.57
IR2,IR,8/26/15,29.09,28.419,28.64630655,0.671
IR2,IR,8/27/15,29.09,28.593,28.77150446,0.497
IR2,IR,8/28/15,29.49,28.468,28.9724747,1.022
IR2,IR,8/29/15,29.64,28.916,29.17237054,0.724
IR2,IR,8/30/15,29.715,29.015,29.28273958,0.7
IR2,IR,8/31/15,29.916,29.04,29.42854613,0.876
IR2,IR,9/1/15,29.765,29.29,29.53506399,0.475
IR2,IR,9/2/15,29.79,29.04,29.35213542,0.75
IR2,IR,9/3/15,29.74,28.941,29.29968006,0.799
IR2,IR,9/4/15,29.59,28.543,29.07455952,1.047
IR2,IR,9/5/15,29.439,28.791,29.13248512,0.648
IR2,IR,9/6/15,29.439,28.766,29.13871726,0.673
IR2,IR,9/7/15,29.19,28.692,28.95105804,0.498
IR2,IR,9/8/15,28.816,28.468,28.6701131,0.348
IR2,IR,9/9/15,29.115,28.27,28.62089286,0.845
IR2,IR,9/10/15,28.667,28.122,28.47973512,0.545
IR2,IR,9/11/15,28.518,27.998,28.28804018,0.52
IR2,IR,9/12/15,28.941,28.072,28.44501339,0.869
IR2,IR,9/13/15,29.464,28.394,28.71100595,1.07
IR2,IR,9/14/15,29.115,28.518,28.75169494,0.597
IR2,IR,9/15/15,29.49,28.543,28.83546131,0.947
IR2,IR,9/16/15,29.09,28.369,28.76844345,0.721
IR2,IR,9/17/15,29.215,28.394,28.66432738,0.821
IR2,IR,9/18/15,29.414,28.593,28.8745506,0.821
IR2,IR,9/19/15,29.665,28.866,29.16261458,0.799
IR2,IR,9/20/15,29.916,29.015,29.36860417,0.901
IR2,IR,9/21/15,30.293,29.265,29.65723214,1.028
IR2,IR,9/22/15,30.596,29.439,29.96146429,1.157
IR2,IR,9/23/15,30.091,29.464,29.77382589,0.627
IR2,IR,9/24/15,30.217,29.315,29.73850893,0.902
IR2,IR,9/25/15,30.419,29.715,29.96281845,0.704
IR2,IR,9/26/15,30.697,29.715,30.08008929,0.982
IR2,IR,9/27/15,30.722,29.665,30.09476786,1.057
IR2,IR,9/28/15,30.976,29.941,30.34356845,1.035
IR2,IR,9/29/15,31.077,30.192,30.48368006,0.885
IR2,IR,9/30/15,30.798,30.041,30.38483036,0.757
IR2,IR,10/1/15,31.052,30.041,30.4696503,1.011
IR2,IR,10/2/15,31.433,30.394,30.78525744,1.039
IR2,IR,10/3/15,31.382,30.52,30.77668304,0.862
IR2,IR,10/4/15,31.23,30.318,30.7269256,0.912
IR2,IR,10/5/15,31.128,30.394,30.73825,0.734
IR2,IR,10/6/15,31.128,30.217,30.63593601,0.911
IR2,IR,10/7/15,30.925,30.142,30.56939286,0.783
IR2,IR,10/8/15,30.596,29.79,30.29235417,0.806
IR2,IR,10/9/15,30.596,29.865,30.23819196,0.731
IR2,IR,10/10/15,30.268,29.74,29.96174554,0.528
IR2,IR,10/11/15,30.318,28.99,29.71710119,1.328
IR2,IR,10/12/15,30.444,28.99,29.84346131,1.454
IR2,IR,10/13/15,30.672,29.79,30.16118601,0.882
IR2,IR,10/14/15,30.849,29.565,30.14754315,1.284
IR2,IR,10/15/15,30.773,29.64,30.22841667,1.133
IR2,IR,10/16/15,30.596,30.091,30.34633929,0.505
IR2,IR,10/17/15,30.773,30.066,30.39266667,0.707
IR2,IR,10/18/15,31.077,30.343,30.54980208,0.734
IR2,IR,10/19/15,30.976,30.117,30.4996622,0.859
IR2,IR,10/20/15,31.179,30.142,30.62175595,1.037
IR2,IR,10/21/15,31.535,30.419,30.74871875,1.116
IR2,IR,10/22/15,31.001,30.419,30.76246577,0.582
IR2,IR,10/23/15,30.9,30.016,30.5887381,0.884
IR2,IR,10/24/15,30.773,29.966,30.42043304,0.807
IR2,IR,10/25/15,30.646,29.815,30.23531696,0.831
IR2,IR,10/26/15,30.95,30.142,30.45385565,0.808
IR2,IR,10/27/15,31.128,30.142,30.50205655,0.986
IR2,IR,10/28/15,31.077,30.142,30.56644643,0.935
IR2,IR,10/29/15,31.586,30.444,30.87175149,1.142
IR2,IR,10/30/15,31.204,30.469,30.73988393,0.735
IR2,IR,10/31/15,30.748,30.268,30.4652381,0.48
IR2,IR,11/1/15,31.179,30.016,30.5051875,1.163
IR2,IR,11/2/15,31.077,30.091,30.59267262,0.986
IR2,IR,11/3/15,31.153,29.79,30.42473214,1.363
IR2,IR,11/4/15,31.077,29.916,30.38178571,1.161
IR2,IR,11/5/15,31.128,30.117,30.47912946,1.011
IR2,IR,11/6/15,30.976,30.016,30.49898661,0.96
IR2,IR,11/7/15,31.179,30.091,30.54399554,1.088
IR2,IR,11/8/15,30.925,30.041,30.34202976,0.884
IR2,IR,11/9/15,30.9,29.79,30.27738542,1.11
IR2,IR,11/10/15,30.798,30.142,30.39172619,0.656
IR2,IR,11/11/15,31.128,30.016,30.49387054,1.112
IR2,IR,11/12/15,31.153,30.142,30.57433333,1.011
IR2,IR,11/13/15,31.026,30.091,30.42265476,0.935
IR2,IR,11/14/15,30.52,29.941,30.14381101,0.579
IR2,IR,11/15/15,30.545,29.515,30.06768155,1.03
IR2,IR,11/16/15,30.52,29.615,29.97362054,0.905
IR2,IR,11/17/15,30.52,29.64,29.95939732,0.88
IR2,IR,11/18/15,30.52,29.64,30.02498661,0.88
IR2,IR,11/19/15,30.798,29.79,30.15614137,1.008
IR2,IR,11/20/15,30.571,29.815,30.14496875,0.756
IR2,IR,11/21/15,30.545,29.815,30.03490476,0.73
IR2,IR,11/22/15,30.394,29.665,30.08686756,0.729
IR2,IR,11/23/15,30.091,29.34,29.81683185,0.751
IR2,IR,11/24/15,30.117,29.265,29.70982589,0.852
IR2,IR,11/25/15,29.966,28.841,29.35603125,1.125
IR2,IR,11/26/15,29.815,28.841,29.18976637,0.974
IR2,IR,11/27/15,29.966,28.543,29.0973125,1.423
IR2,IR,11/28/15,29.464,28.667,29.01621131,0.797
IR2,IR,11/29/15,29.615,28.692,29.18734375,0.923
IR2,IR,11/30/15,29.414,28.866,29.11426935,0.548
IR2,IR,12/1/15,29.365,28.543,28.93922619,0.822
IR2,IR,12/2/15,29.941,28.866,29.17316815,1.075
IR2,IR,12/3/15,29.941,29.09,29.29216369,0.851
IR2,IR,12/4/15,29.49,28.965,29.20325,0.525
IR2,IR,12/5/15,29.464,28.766,29.0774628,0.698
IR2,IR,12/6/15,29.09,28.593,28.88233631,0.497
IR2,IR,12/7/15,29.19,28.245,28.74893899,0.945
IR2,IR,12/8/15,29.29,28.493,28.86893304,0.797
IR2,IR,12/9/15,29.365,28.717,28.94603125,0.648
IR2,IR,12/10/15,29.34,28.841,29.04510417,0.499
IR2,IR,12/11/15,29.69,28.766,29.06950446,0.924
IR2,IR,12/12/15,29.414,28.941,29.05165774,0.473
IR2,IR,12/13/15,29.015,28.593,28.84469048,0.422
IR2,IR,12/14/15,29.24,28.667,28.92009226,0.573
IR2,IR,12/15/15,29.29,28.617,28.94503125,0.673
IR2,IR,12/16/15,29.565,28.841,29.14678423,0.724
IR2,IR,12/17/15,29.24,28.791,29.03796429,0.449
IR2,IR,12/18/15,29.315,28.543,28.94798661,0.772
IR2,IR,12/19/15,29.49,28.791,29.09566071,0.699
IR2,IR,12/20/15,29.365,28.766,29.09668304,0.599
IR2,IR,12/21/15,29.215,28.518,28.82426339,0.697
IR2,IR,12/22/15,29.215,28.568,28.84649405,0.647
IR2,IR,12/23/15,29.04,28.642,28.8146503,0.398
IR2,IR,12/24/15,29.065,28.518,28.79177976,0.547
IR2,IR,12/25/15,29.215,28.766,28.89625744,0.449
IR2,IR,12/26/15,28.99,28.518,28.72533631,0.472
IR2,IR,12/27/15,28.965,28.493,28.7958631,0.472
IR2,IR,12/28/15,29.115,28.394,28.78910565,0.721
IR2,IR,12/29/15,29.115,28.568,28.82804018,0.547
IR2,IR,12/30/15,29.315,28.667,28.9548631,0.648
IR2,IR,12/31/15,29.414,28.642,29.08748065,0.772
IR2,IR,1/1/16,29.389,28.419,28.91800595,0.97
IR2,IR,1/2/16,29.065,28.593,28.80494792,0.472
IR2,IR,1/3/16,29.29,28.394,28.92459375,0.896
IR2,IR,1/4/16,29.439,28.717,29.0481503,0.722
IR2,IR,1/5/16,29.24,28.791,28.96068155,0.449
IR2,IR,1/6/16,29.439,28.593,28.98580357,0.846
IR2,IR,1/7/16,29.365,28.617,29.07038988,0.748
IR2,IR,1/8/16,29.414,28.543,28.90962351,0.871
IR2,IR,1/9/16,29.19,28.468,28.88911458,0.722
IR2,IR,1/10/16,29.34,28.717,28.95834524,0.623
IR2,IR,1/11/16,29.665,28.617,29.03111458,1.048
IR2,IR,1/12/16,29.49,28.642,29.08900298,0.848
IR2,IR,1/13/16,29.414,28.593,28.9519122,0.821
IR2,IR,1/14/16,29.64,28.444,29.06036905,1.196
IR2,IR,1/15/16,29.315,28.419,28.92434226,0.896
IR2,IR,1/16/16,29.565,28.791,29.16170536,0.774
IR2,IR,1/17/16,29.74,28.617,29.25283185,1.123
IR2,IR,1/18/16,29.966,28.593,29.46281399,1.373
IR2,IR,1/19/16,29.64,28.965,29.38814137,0.675
IR2,IR,1/20/16,29.315,28.642,28.93162351,0.673
IR2,IR,1/21/16,29.065,28.468,28.73383333,0.597
IR2,IR,1/22/16,29.265,28.369,28.81782292,0.896
IR2,IR,1/23/16,29.464,28.791,29.01971131,0.673
IR2,IR,1/24/16,28.965,28.295,28.63072024,0.67
IR2,IR,1/25/16,28.593,28.171,28.32188393,0.422
IR2,IR,1/26/16,28.816,28.147,28.46277232,0.669
IR2,IR,1/27/16,28.99,28.394,28.59511905,0.596
IR2,IR,1/28/16,29.29,28.345,28.63931101,0.945
IR2,IR,1/29/16,28.941,28.32,28.54021429,0.621
IR2,IR,1/30/16,29.065,27.974,28.47886905,1.091
IR2,IR,1/31/16,28.916,28.147,28.45352827,0.769
IR2,IR,2/1/16,29.69,28.221,28.87514137,1.469
IR2,IR,2/2/16,29.565,28.766,29.00875149,0.799
IR2,IR,2/3/16,29.389,28.593,28.88035714,0.796
IR2,IR,2/4/16,29.59,28.642,28.93672024,0.948
IR2,IR,2/5/16,28.916,28.468,28.69157143,0.448
IR2,IR,2/6/16,29.09,27.974,28.6164881,1.116
IR2,IR,2/7/16,29.215,28.048,28.66214583,1.167
IR2,IR,2/8/16,28.965,28.147,28.54108036,0.818
IR2,IR,2/9/16,28.568,28.122,28.33943899,0.446
IR2,IR,2/10/16,28.295,27.702,28.01147024,0.593
IR2,IR,2/11/16,28.072,27.407,27.73206548,0.665
IR2,IR,2/12/16,27.604,27.112,27.3543631,0.492
IR2,IR,2/13/16,27.554,26.916,27.26969196,0.638
IR2,IR,2/14/16,27.924,26.965,27.34038393,0.959
IR2,IR,2/15/16,27.628,27.259,27.42999107,0.369
IR2,IR,2/16/16,28.048,27.284,27.62428125,0.764
IR2,IR,2/17/16,27.974,27.481,27.75471577,0.493
IR2,IR,2/18/16,27.801,27.456,27.6000878,0.345
IR2,IR,2/19/16,28.295,27.554,27.7583125,0.741
IR2,IR,2/20/16,27.974,27.481,27.72630506,0.493
IR2,IR,2/21/16,28.369,27.259,27.7721369,1.11
IR2,IR,2/22/16,28.493,27.751,27.9566875,0.742
IR2,IR,2/23/16,28.742,27.727,28.13482738,1.015
IR2,IR,2/24/16,29.115,27.949,28.38306101,1.166
IR2,IR,2/25/16,28.941,28.023,28.31534821,0.918
IR2,IR,2/26/16,28.369,27.186,28.0826622,1.183
IR2,IR,2/27/16,29.015,27.333,28.0945997,1.682
IR2,IR,2/28/16,28.444,27.751,27.97833631,0.693
IR2,IR,2/29/16,28.642,27.702,28.11438542,0.94
IR2,IR,3/1/16,28.866,28.023,28.29800744,0.843
IR2,IR,3/2/16,28.493,28.023,28.25524405,0.47
IR2,IR,3/3/16,28.841,27.924,28.18530804,0.917
IR2,IR,3/4/16,28.742,27.899,28.25777827,0.843
IR2,IR,3/5/16,29.365,28.023,28.63959821,1.342
IR2,IR,3/6/16,29.389,28.468,28.76288542,0.921
IR2,IR,3/7/16,29.414,28.419,28.75585417,0.995
IR2,IR,3/8/16,29.54,28.518,28.91932738,1.022
IR2,IR,3/9/16,29.89,28.468,29.10638095,1.422
IR2,IR,3/10/16,29.79,28.518,29.0733125,1.272
IR2,IR,3/11/16,29.916,28.568,29.18918006,1.348
IR2,IR,3/12/16,29.464,28.543,28.96535714,0.921
IR2,IR,3/13/16,30.066,28.493,28.99211607,1.573
IR2,IR,3/14/16,29.615,28.543,29.03534226,1.072
IR2,IR,3/15/16,29.84,28.593,29.15794792,1.247
IR2,IR,3/16/16,30.041,28.841,29.17057589,1.2
IR2,IR,3/17/16,29.89,28.766,29.19525595,1.124
IR2,IR,3/18/16,30.192,28.891,29.35447619,1.301
IR2,IR,3/19/16,30.091,29.015,29.46086458,1.076
IR2,IR,3/20/16,30.318,29.015,29.50858929,1.303
IR2,IR,3/21/16,29.615,28.841,29.3596622,0.774
IR2,IR,3/22/16,29.64,28.742,29.11611161,0.898
IR2,IR,3/23/16,29.715,28.27,28.98182143,1.445
IR2,IR,3/24/16,29.69,28.791,29.09580506,0.899
IR2,IR,3/25/16,29.991,28.965,29.25362351,1.026
IR2,IR,3/26/16,29.84,28.99,29.28625,0.85
IR2,IR,3/27/16,29.715,28.941,29.21996429,0.774
IR2,IR,3/28/16,29.665,28.916,29.21390179,0.749
IR2,IR,3/29/16,29.515,28.99,29.1369747,0.525
IR2,IR,3/30/16,29.79,28.965,29.23324554,0.825
IR2,IR,3/31/16,29.59,28.891,29.16014286,0.699
IR2,IR,4/1/16,29.815,29.015,29.32205208,0.8
IR2,IR,4/2/16,30.192,29.115,29.46377827,1.077
IR2,IR,4/3/16,30.369,29.389,29.71231548,0.98
IR2,IR,4/4/16,30.091,29.34,29.71807589,0.751
IR2,IR,4/5/16,30.167,29.14,29.49046429,1.027
IR2,IR,4/6/16,30.268,28.667,29.53427381,1.601
IR2,IR,4/7/16,29.815,28.766,29.36243601,1.049
IR2,IR,4/8/16,29.966,28.766,29.37020833,1.2
IR2,IR,4/9/16,30.293,29.115,29.55323363,1.178
IR2,IR,4/10/16,29.815,28.965,29.35245387,0.85
IR2,IR,4/11/16,29.991,28.816,29.31837946,1.175
IR2,IR,4/12/16,30.646,29.24,29.66238095,1.406
IR2,IR,4/13/16,30.343,29.315,29.74863839,1.028
IR2,IR,4/14/16,30.444,29.54,29.9062753,0.904
IR2,IR,4/15/16,30.495,29.69,29.982,0.805
IR2,IR,4/16/16,30.394,29.64,29.84197024,0.754
IR2,IR,4/17/16,30.394,29.464,29.84979464,0.93
IR2,IR,4/18/16,30.066,29.515,29.70850298,0.551
IR2,IR,4/19/16,29.941,29.24,29.5288378,0.701
IR2,IR,4/20/16,29.916,29.065,29.41582143,0.851
IR2,IR,4/21/16,29.916,28.866,29.3547619,1.05
IR2,IR,4/22/16,30.066,29.315,29.55213244,0.751
IR2,IR,4/23/16,30.091,29.315,29.5296369,0.776
IR2,IR,4/24/16,30.167,29.365,29.58538542,0.802
IR2,IR,4/25/16,30.495,29.464,29.79727976,1.031
IR2,IR,4/26/16,30.545,29.665,29.97133333,0.88
IR2,IR,4/27/16,30.925,29.715,30.20221131,1.21
IR2,IR,4/28/16,30.874,29.966,30.30301637,0.908
IR2,IR,4/29/16,31.026,29.991,30.39518006,1.035
IR2,IR,4/30/16,31.23,30.041,30.54245982,1.189
IR2,IR,5/1/16,31.382,30.142,30.74175893,1.24
IR2,IR,5/2/16,31.535,30.243,30.90445982,1.292
IR2,IR,5/3/16,31.637,30.646,31.13960714,0.991
IR2,IR,5/4/16,31.535,30.394,31.07653274,1.141
IR2,IR,5/5/16,31.637,30.343,31.08285565,1.294
IR2,IR,5/6/16,31.842,30.545,31.16194196,1.297
IR2,IR,5/7/16,31.255,30.167,30.64689435,1.088
IR2,IR,5/8/16,30.621,29.665,30.15826786,0.956
IR2,IR,5/9/16,30.722,29.64,30.13089286,1.082
IR2,IR,5/10/16,30.976,29.916,30.29823958,1.06
IR2,IR,5/11/16,31.001,29.89,30.33845238,1.111
IR2,IR,5/12/16,30.773,30.041,30.2420119,0.732
IR2,IR,5/13/16,30.571,30.016,30.21345089,0.555
IR2,IR,5/14/16,30.444,29.715,29.9678378,0.729
IR2,IR,5/15/16,30.444,29.389,29.88032143,1.055
IR2,IR,5/16/16,30.369,29.49,29.75355357,0.879
IR2,IR,5/17/16,30.142,29.59,29.77499405,0.552
IR2,IR,5/18/16,29.865,29.615,29.7461756,0.25
IR2,IR,5/19/16,30.016,29.464,29.70399702,0.552
IR2,IR,5/20/16,29.966,29.615,29.77708631,0.351
IR2,IR,5/21/16,30.016,29.439,29.60475149,0.577
IR2,IR,5/22/16,30.041,29.29,29.48553423,0.751
IR2,IR,5/23/16,29.715,29.19,29.3759256,0.525
IR2,IR,5/24/16,29.865,29.265,29.45953869,0.6
IR2,IR,5/25/16,30.167,29.29,29.53254018,0.877
IR2,IR,5/26/16,30.117,29.315,29.62141369,0.802
IR2,IR,5/27/16,30.268,29.315,29.6879375,0.953
IR2,IR,5/28/16,30.469,29.54,29.90233333,0.929
IR2,IR,5/29/16,30.646,29.89,30.1071994,0.756
IR2,IR,5/30/16,30.621,29.941,30.11896429,0.68
IR2,IR,5/31/16,30.824,29.74,30.14862054,1.084
IR2,IR,6/1/16,30.469,29.665,30.03388244,0.804
IR2,IR,6/2/16,30.545,29.414,29.97525298,1.131
IR2,IR,6/3/16,30.722,29.79,30.16737202,0.932
IR2,IR,6/4/16,30.52,29.665,30.0074494,0.855
IR2,IR,6/5/16,30.748,29.89,30.21437798,0.858
IR2,IR,6/6/16,30.874,30.192,30.39142857,0.682
IR2,IR,6/7/16,31.128,30.117,30.53571726,1.011
IR2,IR,6/8/16,31.306,30.167,30.67608482,1.139
IR2,IR,6/9/16,31.382,30.596,30.87870238,0.786
IR2,IR,6/10/16,31.128,30.545,30.78063839,0.583
IR2,IR,6/11/16,31.077,30.469,30.69966518,0.608
IR2,IR,6/12/16,30.748,30.192,30.52314286,0.556
IR2,IR,6/13/16,30.571,30.016,30.27392708,0.555
IR2,IR,6/14/16,30.571,29.74,30.0430119,0.831
IR2,IR,6/15/16,30.571,29.59,30.02094345,0.981
IR2,IR,6/16/16,30.444,29.765,30.11236607,0.679
IR2,IR,6/17/16,30.646,29.615,30.05251786,1.031
IR2,IR,6/18/16,30.722,29.615,30.09027083,1.107
IR2,IR,6/19/16,30.394,29.715,29.9608497,0.679
IR2,IR,6/20/16,30.066,29.365,29.81860119,0.701
IR2,IR,6/21/16,30.117,29.34,29.69802083,0.777
IR2,IR,6/22/16,30.394,29.515,29.86010714,0.879
IR2,IR,6/23/16,30.444,29.69,29.90324256,0.754
IR2,IR,6/24/16,29.966,29.315,29.72601488,0.651
IR2,IR,6/25/16,30.016,29.414,29.63392262,0.602
IR2,IR,6/26/16,30.117,29.34,29.70444048,0.777
IR2,IR,6/27/16,30.318,29.464,29.77137202,0.854
IR2,IR,6/28/16,30.091,29.34,29.6365119,0.751
IR2,IR,6/29/16,29.565,29.315,29.45207143,0.25
IR2,IR,6/30/16,29.865,29.215,29.51888095,0.65
IR2,IR,7/1/16,29.565,29.215,29.41145982,0.35
IR2,IR,7/2/16,29.49,28.941,29.28689435,0.549
IR2,IR,7/3/16,29.464,28.916,29.14644196,0.548
IR2,IR,7/4/16,29.439,28.593,29.00035565,0.846
IR2,IR,7/5/16,29.414,28.593,28.954125,0.821
IR2,IR,7/6/16,29.49,28.791,28.99229167,0.699
IR2,IR,7/7/16,29.265,28.742,28.9403006,0.523
IR2,IR,7/8/16,29.565,28.667,29.14746726,0.898
IR2,IR,7/9/16,29.215,28.493,28.95679167,0.722
IR2,IR,7/10/16,29.389,28.518,28.89795982,0.871
IR2,IR,7/11/16,29.29,28.742,28.96878125,0.548
IR2,IR,7/12/16,29.29,28.468,28.90863095,0.822
IR2,IR,7/13/16,29.14,28.444,28.86643899,0.696
IR2,IR,7/14/16,29.165,28.419,28.79608185,0.746
IR2,IR,7/15/16,29.464,28.419,28.89291815,1.045
IR2,IR,7/16/16,29.24,28.27,28.88438542,0.97
IR2,IR,7/17/16,29.365,27.998,28.66647917,1.367
IR2,IR,7/18/16,28.891,28.295,28.58765923,0.596
IR2,IR,7/19/16,29.265,28.518,28.77471429,0.747
IR2,IR,7/20/16,29.015,28.593,28.8221369,0.422
IR2,IR,7/21/16,29.215,28.245,28.67909375,0.97
IR2,IR,7/22/16,29.24,28.468,28.64852381,0.772
IR2,IR,7/23/16,29.14,28.394,28.73186012,0.746
IR2,IR,7/24/16,29.29,28.345,28.73735863,0.945
IR2,IR,7/25/16,29.34,28.617,28.935125,0.723
IR2,IR,7/26/16,29.265,28.667,28.93965923,0.598
IR2,IR,7/27/16,29.414,28.617,29.13212202,0.797
IR2,IR,7/28/16,29.29,28.444,28.97367262,0.846
IR2,IR,7/29/16,29.165,28.791,28.93955804,0.374
IR2,IR,7/30/16,29.365,28.543,28.97884673,0.822
IR2,IR,7/31/16,29.414,28.468,29.01100893,0.946
IR2,IR,8/1/16,29.29,28.543,29.04141964,0.747
IR2,IR,8/2/16,29.29,27.974,28.80573363,1.316
IR2,IR,8/3/16,29.265,28.543,28.9114122,0.722
IR2,IR,8/4/16,29.815,28.593,29.17349256,1.222
IR2,IR,8/5/16,29.515,29.09,29.33203125,0.425
IR2,IR,8/6/16,29.74,29.215,29.41086905,0.525
IR2,IR,8/7/16,29.815,29.365,29.5260625,0.45
IR2,IR,8/8/16,30.318,29.464,29.6540997,0.854
IR2,IR,8/9/16,29.865,29.414,29.64439583,0.451
IR2,IR,8/10/16,29.665,29.015,29.38654315,0.65
IR2,IR,8/11/16,29.565,28.99,29.33322173,0.575
IR2,IR,8/12/16,30.066,28.642,29.42641815,1.424
IR2,IR,8/13/16,30.041,29.015,29.37753274,1.026
IR3,IR,6/15/15,30.36888889,29.79,30.06296875,0.57888889
IR3,IR,6/16/15,30.04111111,29.29,29.80023148,0.75111111
IR3,IR,6/17/15,29.715,29.215,29.50771412,0.5
IR3,IR,6/18/15,31.40777778,29.365,29.93577546,2.04277778
IR3,IR,6/19/15,30.44388889,29.515,29.87239005,0.92888889
IR3,IR,6/20/15,30.52,29.715,29.95831597,0.805
IR3,IR,6/21/15,30.11722222,29.54,29.76445023,0.57722222
IR3,IR,6/22/15,29.89,28.965,29.53885417,0.925
IR3,IR,6/23/15,29.64,29.115,29.3812963,0.525
IR3,IR,6/24/15,31.00111111,29.015,29.60155093,1.98611111
IR3,IR,6/25/15,31.12777778,29.515,30.03601273,1.61277778
IR3,IR,6/26/15,30.64611111,29.815,30.05690393,0.83111111
IR3,IR,6/27/15,30.52,29.665,30.04524306,0.855
IR3,IR,6/28/15,31.17888889,29.665,30.09898727,1.51388889
IR3,IR,6/29/15,30.59611111,29.59,29.94905671,1.00611111
IR3,IR,6/30/15,29.59,28.94111111,29.26594907,0.64888889
IR3,IR,7/1/15,30.16722222,29.065,29.57696759,1.10222222
IR3,IR,7/2/15,30.44388889,28.94111111,29.52090278,1.50277778
IR3,IR,7/3/15,30.72222222,29.54,29.95179977,1.18222222
IR3,IR,7/4/15,30.19222222,29.34,29.70675926,0.85222222
IR3,IR,7/5/15,30.52,29.04,29.64381944,1.48
IR3,IR,7/6/15,29.79,29.065,29.36287616,0.725
IR3,IR,7/7/15,29.49,28.56777778,29.10469329,0.92222222
IR3,IR,7/8/15,29.49,28.79111111,29.05949074,0.69888889
IR3,IR,7/9/15,29.84,28.86611111,29.24221065,0.97388889
IR3,IR,7/10/15,29.54,28.91611111,29.29486111,0.62388889
IR3,IR,7/11/15,29.315,28.69222222,29.03508681,0.62277778
IR3,IR,7/12/15,28.94111111,28.27,28.67136574,0.67111111
IR3,IR,7/13/15,29.59,28.14722222,28.70909722,1.44277778
IR3,IR,7/14/15,30.19222222,28.74222222,29.14331597,1.45
IR3,IR,7/15/15,29.38888889,28.81611111,29.03363426,0.57277778
IR3,IR,7/16/15,29.94111111,28.69222222,29.17936921,1.24888889
IR3,IR,7/17/15,29.165,28.46777778,28.78809028,0.69722222
IR3,IR,7/18/15,28.91611111,28.39388889,28.65790509,0.52222222
IR3,IR,7/19/15,29.515,28.32,28.71162037,1.195
IR3,IR,7/20/15,29.64,28.22111111,28.82152199,1.41888889
IR3,IR,7/21/15,30.04111111,28.54277778,29.2338831,1.49833333
IR3,IR,7/22/15,30.09111111,29.015,29.52468171,1.07611111
IR3,IR,7/23/15,29.665,28.94111111,29.43432292,0.72388889
IR3,IR,7/24/15,30.29277778,28.69222222,29.31786458,1.60055556
IR3,IR,7/25/15,30.14222222,28.61722222,29.18803819,1.525
IR3,IR,7/26/15,30.16722222,29.19,29.44084491,0.97722222
IR3,IR,7/27/15,29.91611111,29.215,29.4440162,0.70111111
IR3,IR,7/28/15,29.34,29.015,29.21682292,0.325
IR3,IR,7/29/15,29.46388889,28.76611111,29.05230324,0.69777778
